"date","CumConfirmed","Pred_q25","Pred_med","Pred_q975"
2020-01-22,0,NA,NA,NA
2020-01-23,0,NA,NA,NA
2020-01-24,0,NA,NA,NA
2020-01-25,0,NA,NA,NA
2020-01-26,4,NA,NA,NA
2020-01-27,5,NA,NA,NA
2020-01-28,5,NA,NA,NA
2020-01-29,6,NA,NA,NA
2020-01-30,9,NA,NA,NA
2020-01-31,9,NA,NA,NA
2020-02-01,12,NA,NA,NA
2020-02-02,12,NA,NA,NA
2020-02-03,12,NA,NA,NA
2020-02-04,13,NA,NA,NA
2020-02-05,13,NA,NA,NA
2020-02-06,14,NA,NA,NA
2020-02-07,15,NA,NA,NA
2020-02-08,15,NA,NA,NA
2020-02-09,15,NA,NA,NA
2020-02-10,15,NA,NA,NA
2020-02-11,15,NA,NA,NA
2020-02-12,15,NA,NA,NA
2020-02-13,15,NA,NA,NA
2020-02-14,15,NA,NA,NA
2020-02-15,15,NA,NA,NA
2020-02-16,15,NA,NA,NA
2020-02-17,15,NA,NA,NA
2020-02-18,15,NA,NA,NA
2020-02-19,15,NA,NA,NA
2020-02-20,15,NA,NA,NA
2020-02-21,15,NA,NA,NA
2020-02-22,15,NA,NA,NA
2020-02-23,15,NA,NA,NA
2020-02-24,15,NA,NA,NA
2020-02-25,15,NA,NA,NA
2020-02-26,15,NA,NA,NA
2020-02-27,15,NA,NA,NA
2020-02-28,15,NA,NA,NA
2020-02-29,25,NA,NA,NA
2020-03-01,27,NA,NA,NA
2020-03-02,30,NA,NA,NA
2020-03-03,39,NA,NA,NA
2020-03-04,52,NA,NA,NA
2020-03-05,55,NA,NA,NA
2020-03-06,60,NA,NA,NA
2020-03-07,63,NA,NA,NA
2020-03-08,76,NA,NA,NA
2020-03-09,91,NA,NA,NA
2020-03-10,107,NA,NA,NA
2020-03-11,128,NA,NA,NA
2020-03-12,128,NA,NA,NA
2020-03-13,200,NA,NA,NA
2020-03-14,250,NA,NA,NA
2020-03-15,297,NA,NA,NA
2020-03-16,377,NA,NA,NA
2020-03-17,452,NA,NA,NA
2020-03-18,568,NA,NA,NA
2020-03-19,681,NA,NA,NA
2020-03-20,791,NA,NA,NA
2020-03-21,1071,NA,NA,NA
2020-03-22,1549,NA,NA,NA
2020-03-23,1682,NA,NA,NA
2020-03-24,2044,NA,NA,NA
2020-03-25,2364,NA,NA,NA
2020-03-26,2810,NA,NA,NA
2020-03-27,3143,NA,NA,NA
2020-03-28,3640,NA,NA,NA
2020-03-29,3984,NA,NA,NA
2020-03-30,4361,NA,NA,NA
2020-03-31,4559,NA,NA,NA
2020-04-01,4862,NA,NA,NA
2020-04-02,5116,NA,NA,NA
2020-04-03,5330,NA,NA,NA
2020-04-04,5550,NA,NA,NA
2020-04-05,5687,NA,NA,NA
2020-04-06,5797,NA,NA,NA
2020-04-07,5895,NA,NA,NA
2020-04-08,6010,NA,NA,NA
2020-04-09,6108,NA,NA,NA
2020-04-10,6215,NA,NA,NA
2020-04-11,6303,NA,NA,NA
2020-04-12,6315,NA,NA,NA
2020-04-13,6351,NA,NA,NA
2020-04-14,6415,NA,NA,NA
2020-04-15,6440,NA,NA,NA
2020-04-16,6462,NA,NA,NA
2020-04-17,6522,NA,NA,NA
2020-04-18,6568,NA,NA,NA
2020-04-19,6610,NA,NA,NA
2020-04-20,6623,NA,NA,NA
2020-04-21,6645,NA,NA,NA
2020-04-22,6652,NA,NA,NA
2020-04-23,6662,NA,NA,NA
2020-04-24,6677,NA,NA,NA
2020-04-25,6694,NA,NA,NA
2020-04-26,6714,NA,NA,NA
2020-04-27,6721,NA,NA,NA
2020-04-28,6744,NA,NA,NA
2020-04-29,6752,NA,NA,NA
2020-04-30,6766,NA,NA,NA
2020-05-01,6778,NA,NA,NA
2020-05-02,6799,NA,NA,NA
2020-05-03,6822,NA,NA,NA
2020-05-04,6847,NA,NA,NA
2020-05-05,6875,NA,NA,NA
2020-05-06,6894,NA,NA,NA
2020-05-07,6913,NA,NA,NA
2020-05-08,6918,NA,NA,NA
2020-05-09,6939,NA,NA,NA
2020-05-10,6948,NA,NA,NA
2020-05-11,6970,NA,NA,NA
2020-05-12,6980,NA,NA,NA
2020-05-13,6989,NA,NA,NA
2020-05-14,7019,NA,NA,NA
2020-05-15,7035,NA,NA,NA
2020-05-16,7044,NA,NA,NA
2020-05-17,7054,NA,NA,NA
2020-05-18,7068,NA,NA,NA
2020-05-19,7072,NA,NA,NA
2020-05-20,7081,NA,NA,NA
2020-05-21,7095,NA,NA,NA
2020-05-22,7099,NA,NA,NA
2020-05-23,7114,NA,NA,NA
2020-05-24,7114,NA,NA,NA
2020-05-25,7126,NA,NA,NA
2020-05-26,7139,NA,NA,NA
2020-05-27,7150,NA,NA,NA
2020-05-28,7165,NA,NA,NA
2020-05-29,7184,NA,NA,NA
2020-05-30,7192,NA,NA,NA
2020-05-31,7202,NA,NA,NA
2020-06-01,7221,NA,NA,NA
2020-06-02,7229,NA,NA,NA
2020-06-03,7240,NA,NA,NA
2020-06-04,7247,NA,NA,NA
2020-06-05,7252,NA,NA,NA
2020-06-06,7259,NA,NA,NA
2020-06-07,7265,NA,NA,NA
2020-06-08,7267,NA,NA,NA
2020-06-09,7274,NA,NA,NA
2020-06-10,7285,NA,NA,NA
2020-06-11,7289,NA,NA,NA
2020-06-12,7294,NA,NA,NA
2020-06-13,7320,NA,NA,NA
2020-06-14,7335,NA,NA,NA
2020-06-15,7347,NA,NA,NA
2020-06-16,7370,NA,NA,NA
2020-06-17,7391,NA,NA,NA
2020-06-18,7409,NA,NA,NA
2020-06-19,7411,NA,NA,NA
2020-06-20,7461,NA,NA,NA
2020-06-21,7474,NA,NA,NA
2020-06-22,7492,NA,NA,NA
2020-06-23,7521,NA,NA,NA
2020-06-24,7558,NA,NA,NA
2020-06-25,7595,NA,NA,NA
2020-06-26,7601,NA,NA,NA
2020-06-27,7686,NA,NA,NA
2020-06-28,7764,NA,NA,NA
2020-06-29,7834,NA,NA,NA
2020-06-30,7920,NA,NA,NA
2020-07-01,8001,NA,NA,NA
2020-07-02,8066,NA,NA,NA
2020-07-03,8260,NA,NA,NA
2020-07-04,8443,NA,NA,NA
2020-07-05,8583,NA,NA,NA
2020-07-06,8755,NA,NA,NA
2020-07-07,8886,NA,NA,NA
2020-07-08,9056,NA,NA,NA
2020-07-09,9374,NA,NA,NA
2020-07-10,9553,NA,NA,NA
2020-07-11,9797,NA,NA,NA
2020-07-12,9980,NA,NA,NA
2020-07-13,10251,NA,NA,NA
2020-07-14,10487,NA,NA,NA
2020-07-15,10810,NA,NA,NA
2020-07-16,11233,NA,NA,NA
2020-07-17,11441,NA,NA,NA
2020-07-18,11802,NA,NA,NA
2020-07-19,12069,NA,NA,NA
2020-07-20,12428,NA,NA,NA
2020-07-21,12894,NA,NA,NA
2020-07-22,13302,NA,NA,NA
2020-07-23,13595,NA,NA,NA
2020-07-24,13950,NA,NA,NA
2020-07-25,14403,NA,NA,NA
2020-07-26,14935,NA,NA,NA
2020-07-27,15303,NA,NA,NA
2020-07-28,15582,NA,NA,NA
2020-07-29,16298,NA,NA,NA
2020-07-30,16903,NA,NA,NA
2020-07-31,17280,NA,NA,NA
2020-08-01,17895,NA,NA,NA
2020-08-02,18318,NA,NA,NA
2020-08-03,18730,NA,NA,NA
2020-08-04,19445,NA,NA,NA
2020-08-05,19890,NA,NA,NA
2020-08-06,20272,NA,NA,NA
2020-08-07,20698,NA,NA,NA
2020-08-08,21084,NA,NA,NA
2020-08-09,21397,NA,NA,NA
2020-08-10,21713,NA,NA,NA
2020-08-11,22127,NA,NA,NA
2020-08-12,22358,NA,NA,NA
2020-08-13,22742,NA,NA,NA
2020-08-14,23035,NA,NA,NA
2020-08-15,23287,NA,NA,NA
2020-08-16,23558,NA,NA,NA
2020-08-17,23773,NA,NA,NA
2020-08-18,23989,NA,NA,NA
2020-08-19,24236,NA,NA,NA
2020-08-20,24407,NA,NA,NA
2020-08-21,24602,NA,NA,NA
2020-08-22,24811,NA,NA,NA
2020-08-23,24915,NA,NA,NA
2020-08-24,25053,NA,NA,NA
2020-08-25,25204,NA,NA,NA
2020-08-26,25322,NA,NA,NA
2020-08-27,25448,NA,NA,NA
2020-08-28,25547,NA,NA,NA
2020-08-29,25670,NA,NA,NA
2020-08-30,25746,NA,NA,NA
2020-08-31,25819,NA,NA,NA
2020-09-01,25923,NA,NA,NA
2020-09-02,26049,NA,NA,NA
2020-09-03,26136,NA,NA,NA
2020-09-04,26207,NA,NA,NA
2020-09-05,26278,NA,NA,NA
2020-09-06,26321,NA,NA,NA
2020-09-07,26373,NA,NA,NA
2020-09-08,26465,NA,NA,NA
2020-09-09,26524,NA,NA,NA
2020-09-10,26564,NA,NA,NA
2020-09-11,26607,NA,NA,NA
2020-09-12,26651,NA,NA,NA
2020-09-13,26692,NA,NA,NA
2020-09-14,26739,NA,NA,NA
2020-09-15,26778,NA,NA,NA
2020-09-16,26813,NA,NA,NA
2020-09-17,26861,NA,NA,NA
2020-09-18,26885,NA,NA,NA
2020-09-19,26898,NA,NA,NA
2020-09-20,26912,NA,NA,NA
2020-09-21,26942,NA,NA,NA
2020-09-22,26972,NA,NA,NA
2020-09-23,26980,NA,NA,NA
2020-09-24,27000,NA,NA,NA
2020-09-25,27016,NA,NA,NA
2020-09-26,27040,NA,NA,NA
2020-09-27,27044,NA,NA,NA
2020-09-28,27055,NA,NA,NA
2020-09-29,27078,NA,NA,NA
2020-09-30,27096,NA,NA,NA
2020-10-01,27109,NA,NA,NA
2020-10-02,27121,NA,NA,NA
2020-10-03,27135,NA,NA,NA
2020-10-04,27148,NA,NA,NA
2020-10-05,27173,NA,NA,NA
2020-10-06,27181,NA,NA,NA
2020-10-07,27206,NA,NA,NA
2020-10-08,27226,NA,NA,NA
2020-10-09,27244,NA,NA,NA
2020-10-10,27263,NA,NA,NA
2020-10-11,27285,NA,NA,NA
2020-10-12,27310,NA,NA,NA
2020-10-13,27337,NA,NA,NA
2020-10-14,27357,NA,NA,NA
2020-10-15,27371,NA,NA,NA
2020-10-16,27378,NA,NA,NA
2020-10-17,27390,NA,NA,NA
2020-10-18,27399,NA,NA,NA
2020-10-19,27405,NA,NA,NA
2020-10-20,27443,NA,NA,NA
2020-10-21,27458,NA,NA,NA
2020-10-22,27476,NA,NA,NA
2020-10-23,27495,NA,NA,NA
2020-10-24,27513,NA,NA,NA
2020-10-25,27525,NA,NA,NA
2020-10-26,27539,NA,NA,NA
2020-10-27,27553,NA,NA,NA
2020-10-28,27565,NA,NA,NA
2020-10-29,27579,NA,NA,NA
2020-10-30,27585,NA,NA,NA
2020-10-31,27595,NA,NA,NA
2020-11-01,27601,NA,NA,NA
2020-11-02,27610,NA,NA,NA
2020-11-03,27622,NA,NA,NA
2020-11-04,27630,NA,NA,NA
2020-11-05,27644,NA,NA,NA
